rank,tier,platform_id,name,company,website,categories,sector,country,deployment_footprint,source_type,abdm_certified,abdm_integrated_date,abdm_expiry,abdm_listings,security_audit_cert,govt_product_rating,score_market_importance,score_automation_potential,score_api_quality,score_ui_automation,score_fhir_readiness,score_security,score_integration_difficulty,score_maintenance_burden,score_strategic_importance,recommended_priority,confidence,last_verified,evidence,notes
420,P3,IN-health-and-medical-education-department-j-k,"Health and Medical Education Department, J&K","Health and Medical Education Department, J&K",https://sehat.jk.gov.in/JK-SEHAT/,PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-11-10,,1,False,,2.5,6.7,5,8,8,5,4.8,3.4,3.4,3.3,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
421,P3,IN-livo-aarogyaaadhar-private,Livo AarogyaAadhar Private Limited,Livo AarogyaAadhar Private Limited,https://www.aarogyaaadhar.com/,Health Locker|PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-05-26,,1,False,,2.5,6.7,5,8,8,5,4.8,3.4,3.4,3.3,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
422,P3,IN-mrg-blockchain-solutions-pvt,MRG Blockchain Solutions Pvt. Ltd.,MRG Blockchain Solutions Pvt. Ltd.,https://mykaizen.io,PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-01-19,,1,False,,2.5,6.7,5,8,8,5,4.8,3.4,3.4,3.3,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
423,P3,IN-panscience-ai-healthcare-private,PanScience AI Healthcare Private Limited,PanScience AI Healthcare Private Limited,https://www.parchaa.com,Health Locker|PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-10-03,,1,False,,2.5,6.7,5,8,8,5,4.8,3.4,3.4,3.3,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
424,P3,IN-paytm,Paytm,Paytm,https://paytm.com/,Health Locker|PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2021-12-14,2025-05-14,1,False,,2.5,6.7,5,8,8,5,4.8,3.4,3.4,3.3,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
425,P3,IN-plenome-technologies-private,Plenome Technologies Private Limited,Plenome Technologies Private Limited,https://plenome.com ,PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-09-24,,1,False,,2.5,6.7,5,8,8,5,4.8,3.4,3.4,3.3,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
426,P3,IN-prudas-technologies-pvt,Prudas Technologies Pvt Ltd,Prudas Technologies Pvt Ltd,https://www.spiralshealth.com/,Health Locker|PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-11-06,,1,False,,2.5,6.7,5,8,8,5,4.8,3.4,3.4,3.3,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
427,P3,IN-remote-healthcare-technologies-pvt,Remote Healthcare Technologies Pvt. Ltd.,Remote Healthcare Technologies Pvt. Ltd.,https://www.secondmedic.com/,Health Locker|PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-11-29,,1,False,,2.5,6.7,5,8,8,5,4.8,3.4,3.4,3.3,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
428,P3,IN-remoteward-care-private,RemoteWard Care Private Limited,RemoteWard Care Private Limited,https://www.remoteward.com,PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-11-13,,1,False,,2.5,6.7,5,8,8,5,4.8,3.4,3.4,3.3,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
429,P3,IN-healow-india-eclinicalworks,healow India (eClinicalWorks),healow India (eClinicalWorks),https://eclinicalworks.in/,Health Locker|PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-09-11,,1,False,,2.5,6.7,5,8,8,5,4.8,3.4,3.4,3.3,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
430,P3,IN-appex-tech-innovations-pvt,Appex Tech Innovations Pvt Ltd,Appex Tech Innovations Pvt Ltd,https://myhealth.icaresecure.com/,Health Locker,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-02-24,,1,False,,2.4,6.7,5,8,8,5,4.8,3.4,3.3,3.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
431,P3,IN-digilocker,DIGILOCKER,DIGILOCKER,https://www.digilocker.gov.in/,Health Locker,government,India,UNKNOWN,ABDM_REGISTRY,True,2021-12-26,,1,False,,2.4,6.7,5,8,8,5,4.8,3.4,3.3,3.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
432,P3,IN-driefcase,DRiefcase,DRiefcase,https://www.driefcase.doctor/,Health Locker,private,India,UNKNOWN,ABDM_REGISTRY,True,2021-11-07,2025-03-17,1,True,,2.4,6.7,5,8,8,7,4.8,3.4,3.3,3.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
433,P3,IN-docprime-technologies-private,DocPrime Technologies Private Limited,DocPrime Technologies Private Limited,https://www.docprime.com,Health Locker,private,India,UNKNOWN,ABDM_REGISTRY,True,2021-06-08,,1,False,,2.4,6.7,5,8,8,5,4.8,3.4,3.3,3.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
434,P3,IN-qure-ai,Qure.ai,Qure.ai,https://www.qure.ai,Imaging AI,private,India,MID,CURATED,False,,,0,False,,3.3,4.1,2,8,2,4,9.0,3,3.0,2.9,VERIFIED,2026-07-25,https://abdm.gov.in/our-partners,"ABDM-registered. Radiology AI (qXR, qER) deployed in Indian govt TB programmes and hospitals; integrates at PACS/DICOM layer."
435,P3,IN-birlamedisoft-quanta,Birlamedisoft Quanta,Birlamedisoft Pvt Ltd,https://www.birlamedisoft.com,HMIS,private,India,UNKNOWN,CURATED,False,,,0,False,,3.0,4.1,2,8,2,4,9.0,3,2.9,2.7,INFERRED,2026-07-25,https://www.birlamedisoft.com,"Pune-based legacy HIS vendor, long tail of small/mid Indian hospitals."
436,P3,IN-dedalus,Dedalus,Dedalus Group,https://www.dedalus.com,HMIS,private,Italy/Global,NICHE,CURATED,False,,,0,False,,3.0,4.1,2,8,2,4,9.0,3,2.9,2.7,VERIFIED,2026-07-25,https://www.newswire.com/news/black-book-unveils-q2-2025-global-ehr-market-update-14-regional-and-22572055,"40+ countries, 470,000+ hospital beds; explicitly noted as expanding in India (Black Book Q2 2025)."
437,P3,IN-docengage,DocEngage,DocEngage,https://www.docengage.in,HMIS,private,India,UNKNOWN,CURATED,False,,,0,False,,3.0,4.1,2,8,2,4,9.0,3,2.9,2.7,INFERRED,2026-07-25,https://www.docengage.in,"Cloud HIS/CRM, homecare + clinic chains."
438,P3,IN-lifetrenz,Lifetrenz,Lifetrenz Solutions,https://www.lifetrenz.com,HMIS,private,India,UNKNOWN,CURATED,False,,,0,False,,3.0,4.1,2,8,2,4,9.0,3,2.9,2.7,INFERRED,2026-07-25,https://www.lifetrenz.com,"Cloud care-delivery platform, clinic chains and hospitals."
439,P3,IN-medstar-his,Medstar HIS,Tashka Healthcare Pvt Ltd,https://www.medstarhis.com,HMIS,private,India,UNKNOWN,CURATED,False,,,0,False,,3.0,4.1,2,8,2,4,9.0,3,2.9,2.7,INFERRED,2026-07-25,https://www.linkcentre.com/in/health-medicine/software/hospital-management/,Bangalore HQ. Full HIS + MIS/analytics.
440,P3,IN-palash-hmis,Palash HMIS,Palash Healthcare Systems,https://www.palash.co.in,HMIS,private,India,UNKNOWN,CURATED,False,,,0,False,,3.0,4.1,2,8,2,4,9.0,3,2.9,2.7,INFERRED,2026-07-25,https://www.palash.co.in,"Indian HIS vendor, govt + private hospital projects."
441,P3,IN-meditech-expanse,MEDITECH Expanse,MEDITECH,https://ehr.meditech.com,EMR,private,USA/Global,NICHE,CURATED,False,,,0,False,,2.8,4.1,2,8,2,4,9.0,3,2.8,2.6,VERIFIED,2026-07-25,https://intuitionlabs.ai/articles/global-health-information-systems,"2,300+ facilities worldwide. Named in Indian directories as present but low direct India share."
442,P3,IN-centricity-pacs,Centricity PACS,GE HealthCare,https://www.gehealthcare.com,RIS/PACS,private,USA/Global,UNKNOWN,CURATED,False,,,0,False,,2.4,4.1,2,8,2,4,9.0,3,2.5,2.3,INFERRED,2026-07-25,https://wifitalents.com/best/ris-pacs-software/,"Enterprise PACS, common in Indian tertiary hospitals bundled with GE modalities."
443,P3,IN-dr-lal-pathlabs-lis,Dr Lal PathLabs LIS,Dr Lal PathLabs,https://www.lalpathlabs.com,LMIS,private,India,UNKNOWN,CURATED,False,,,0,False,,2.4,4.1,2,8,2,4,9.0,3,2.5,2.3,VERIFIED,2026-07-25,https://abdm.gov.in/our-partners,Listed in ABDM integrator table. Captive LIS of a national diagnostic chain.
444,P3,IN-intellispace-healthsuite-imaging,IntelliSpace / HealthSuite Imaging,Philips,https://www.philips.co.in/healthcare,RIS/PACS,private,NL/Global,UNKNOWN,CURATED,False,,,0,False,,2.4,4.1,2,8,2,4,9.0,3,2.5,2.3,INFERRED,2026-07-25,https://blog.medicai.io/en/cloud-pacs-vendors/,Cloud-enabled PACS; Philips has deep India modality install base.
445,P3,IN-synapse-enterprise-imaging,Synapse / Enterprise Imaging,Fujifilm Healthcare,https://healthcaresolutions-us.fujifilm.com,RIS/PACS,private,Japan/Global,UNKNOWN,CURATED,False,,,0,False,,2.4,4.1,2,8,2,4,9.0,3,2.5,2.3,INFERRED,2026-07-25,https://www.medsoftwares.com/news/medical-imaging-pacs-software-guide-2026,VNA-based enterprise PACS; installed in large Indian corporate hospital imaging depts.
446,P3,IN-syngo-via,syngo.via,Siemens Healthineers,https://www.siemens-healthineers.com/en-in,RIS/PACS,private,DE/Global,UNKNOWN,CURATED,False,,,0,False,,2.4,4.1,2,8,2,4,9.0,3,2.5,2.3,INFERRED,2026-07-25,https://wifitalents.com/best/ris-pacs-software/,Advanced visualisation/PACS bundled with Siemens modalities across Indian tertiary care.
447,P3,IN-5c-network,5C Network,5C Network,https://www.5cnetwork.com,Teleradiology/AI,private,India,UNKNOWN,CURATED,False,,,0,False,,1.7,4.1,2,8,2,4,9.0,3,2.2,1.9,INFERRED,2026-07-25,https://www.5cnetwork.com,Indian teleradiology reporting network + AI; connects to hospital PACS.
448,P3,IN-deeptek,DeepTek,DeepTek.ai,https://www.deeptek.ai,Imaging AI,private,India,UNKNOWN,CURATED,False,,,0,False,,1.7,4.1,2,8,2,4,9.0,3,2.2,1.9,VERIFIED,2026-07-25,https://abdm.gov.in/our-partners,"ABDM-registered. Radiology AI + workflow, Pune. Govt screening programmes."
449,P3,IN-synapsica,Synapsica,Synapsica Healthcare,https://synapsica.com,Imaging AI,private,India,UNKNOWN,CURATED,False,,,0,False,,1.7,4.1,2,8,2,4,9.0,3,2.2,1.9,INFERRED,2026-07-25,https://synapsica.com,"Spine/MSK radiology AI, integrates into PACS worklists."
